"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Deadwood : le film FRENCH DVDRIP 2019";"350";"14";"692.98MB";"21/12/2019";"Films";"Western";"Dans des temps bouleversés, d'anciennes rivalités sont ravivées. Des alliances sont mises à rude épreuve et d'anciennes blessures sont rouvertes..."
"Mission: Impossible 3 FRENCH HDLight 1080p 2006";"137";"5";"2.93GB";"21/12/2019";"Films";"Action,Aventure";"Ethan espérait avoir tourné une page en quittant le service actif de la Force Mission Impossible pour un poste de formateur ; pouvoir enfin mener une vie \"normale\", se consacrer tout entier à sa ravissante épouse, Julia...Mais lorsque Lindsey, la plus brillante recrue de l'IMF \"tombe\" à Berlin, Ethan se sent moralement obligé de lui porter secours. Assisté de ses fidèles coéquipiers Luther, Zhen et Declan, il infiltre le repaire du trafiquant Owen Davian et arrache la jeune femme des mains d'une quinzaine de ses sbires. Trop tard : quelques instants plus tard, une mini-capsule de magnésium explose dans la tête de Lindsey, la tuant sur le coup. Davian avait tout prévu...Pour Ethan, c'est bien plus qu'un ratage - c'est une faillite personnelle dont il lui faut au plus vite se racheter..."
"Mission: Impossible 2 FRENCH HDLight 1080p 2000";"77";"4";"3.48GB";"21/12/2019";"Films";"Action,Aventure";"Votre mission, monsieur Hunt, si vous décidez de l'accepter, sera de récupérer un virus génétiquement modifié, baptisé Chimera. Sean Ambrose, qui fut votre élève avant de devenir votre ennemi juré, s'est emparé de l'antidote et se terre dans un laboratoire secret de Sydney. Son ex-maitresse, Nyah Hall, pourrait s'avérer utile dans vos tentatives d'infiltration de ce QG hautement protégé. Comme toujours, si vous ou l'un de vos équipiers étiez capturés ou tués, le département d'Etat nierait avoir eu connaissance de vos agissements. Ce résumé s'autodétruira dans cinq secondes."
"Mission : Impossible FRENCH HDLight 1080p 1996";"105";"2";"2.19GB";"21/12/2019";"Films";"Action,Aventure";"Les membres d'un commando de la CIA sont envoyés à Prague avec pour mission d'appréhender, lors d'une réception dans l'ambassade américaine, un espion ennemi qui s'apprête à dérober une disquette contenant la liste secrète des agents en Europe centrale. Seulement ils ignorent que la CIA, persuadée que le commando est infiltré par une taupe, a envoyé une seconde équipe sur place..."
"Les Bodin's Grandeur Nature FRENCH DVDRIP 2019";"143";"6";"1.36GB";"20/12/2019";"Films";"Comédie";"Julie, une jeune parisienne délurée, qui fait les 400 coups et le désespoir de ses parents, est placée, pendant les grandes vacances, chez des cousins éloignés, au coeur de la France profonde : la famille Bodin."
"Donnie Darko FRENCH HDLight 1080p 2002";"76";"0";"2.56GB";"20/12/2019";"Films";"Drame";NA
"Une année polaire TRUEFRENCH WEBRIP 2019";"223";"0";"696.64MB";"20/12/2019";"Films";"Action,Aventure";"Pour son premier poste d’instituteur, Anders choisit l’aventure et les grands espaces: il part enseigner au Groenland, à Tiniteqilaaq, un hameau inuit de 80 habitants. Dans ce village isolé du reste du monde, la vie est rude, plus rude que ce qu’Anders imaginait. Pour s’intégrer, loin des repères de son Danemark natal, il va devoir apprendre à connaître cette communauté et ses coutumes."
"Togo FRENCH WEBRIP 2019";"1055";"23";"693.88MB";"20/12/2019";"Films";"Action,Aventure";"Le chien de traîneau Togo et son maître Leonhard Seppala participent à la course au sérum de 1925."
"Portrait de la jeune fille en feu FRENCH DVDSCR 2019";"144";"11";"1.38GB";"20/12/2019";"Films";"Drame";"1770. Marianne est peintre et doit réaliser le portrait de mariage d’Héloïse, une jeune femme qui vient de quitter le couvent. Héloïse résiste à son destin d’épouse en refusant de poser. Marianne va devoir la peindre en secret. Introduite auprès d’elle en tant que dame de compagnie, elle la regarde."
"Les deux Papes FRENCH WEBRIP 2019";"304";"11";"1.37GB";"20/12/2019";"Films";"Drame";"Dans cette histoire inspirée de faits réels, le pape Benoît XVI tisse une amitié improbable avec le futur pape François à un moment clé pour l'Église catholique.."
"The Aeronauts FRENCH WEBRIP 2019";"468";"17";"700.5MB";"20/12/2019";"Films";"Action,Aventure";"Au 19e siècle, une pilote de montgolfière un scientifique s'embarquent dans les airs pour découvrir les secrets du paradis. Alors qu'ils vont plus haut dans l'atmosphère que n'importe quel ballon auparavant et font d'incroyables découvertes, ils en viennent à se battre pour leur survie."
"Tu mérites un amour FRENCH WEBRIP 2019";"358";"32";"705.08MB";"20/12/2019";"Films";"Romance";"Suite à l'infidélité de Rémi, Lila qui l'aimait plus que tout vit difficilement la rupture. Un jour, il lui annonce qu'il part seul en Bolivie pour se retrouver face à lui-même et essayer de comprendre ses erreurs. Là-bas, il lui laisse entendre que leur histoire n'est pas finie... Entre discussions, réconforts et encouragement à la folie amoureuse, Lila s'égare..."
"Blood Circus FRENCH WEBRIP 2019";"526";"21";"695.02MB";"20/12/2019";"Films";"Action,Aventure";"Un ancien champion du monde de MMA se voit enrôlé dans un club de combat souterrain appelé \"Le Cirque du Sang\" et se retrouve forcé de se battre pour survivre et sauver sa famille."
"Invisible Girl FRENCH WEBRIP 2019";"790";"23";"695.05MB";"20/12/2019";"Films";"Fantastique";"Sue est une ado solitaire qui passe son temps à lire des bandes dessinées de super-héros. Après un accident dans le laboratoire scientifique de sa mère, elle entre en contact avec un sérum et développe un pouvoir d'invisibilité ! Ce pouvoir va s'avérer très utile lorsque sa mère est kidnappée. Avec l'aide de ses meilleurs amis, Sue va devoir faire ses preuves en tant que super-héros..."
"Ode to Joy FRENCH WEBRIP 2019";"314";"14";"694.45MB";"20/12/2019";"Films";"Comédie";"Brooklyn. Charlie est bibliothécaire. Il est atteint d'un trouble rare, la cataplexie. Quand il est submergé par une émotion forte - notamment la joie - il perd le contrôle de ses muscles. Par conséquence, il évite les individus, les lieux et les événements qui pourraient déclencher des émotions mais c'était sans compter l'apparition de la spontanée Francesca dans sa vie."
"Dirty God FRENCH WEBRIP 2019";"130";"3";"694.93MB";"20/12/2019";"Films";"Drame";"Le visage à moitié brûlé et une petite fille de deux ans. C'est tout ce qu'il reste de la relation de Jade à son ex, qui l'a défigurée à l'acide. À la violence de cette histoire, succède désormais celle du regard des autres. Pour ne pas couler, Jade n'a d'autre choix que de s'accepter, réapprendre à sourire et à aimer."
"Star Wars: L'Ascension de Skywalker TRUEFRENCH HDTS MD 2019";"943";"44";"1.29GB";"20/12/2019";"Films";"Sciencefiction";"Video 6/10 - Son 6/10"
"Le Roi Lion FRENCH DVDRIP 2019";"714";"33";"1.37GB";"19/12/2019";"Films";"Animation";"Au fond de la savane africaine, tous les animaux célèbrent la naissance de Simba, leur futur roi. Les mois passent. Simba idolâtre son père, le roi Mufasa, qui prend à cœur de lui faire comprendre les enjeux de sa royale destinée. Mais tout le monde ne semble pas de cet avis. Scar, le frère de Mufasa, l'ancien héritier du trône, a ses propres plans. La bataille pour la prise de contrôle de la Terre des Lions est ravagée par la trahison, la tragédie et le drame, ce qui finit par entraîner l'exil de Simba. Avec l'aide de deux nouveaux amis, Timon et Pumbaa, le jeune lion va devoir trouver comment grandir et reprendre ce qui lui revient de droit…"
"Braquage à l'Allemande FRENCH DVDRIP 2018";"202";"13";"1.37GB";"19/12/2019";"Films";"Comédie";"Chris, un boxeur, Peter, un acteur et Max, un excentrique spécialiste en publicité, ont économisé depuis des années pour réaliser le rêve de leur vie. Malheureusement pour eux, Schumacher, le directeur de leur banque, a délibérément laissé tomber leurs comptes d'investissement à zéro pour se débarrasser d'un conseiller névrotique prénommé Tobias. Alors, sans perspective, les quatre hommes, élaborent un plan fou..."
"The Blues Brothers FRENCH HDLight 1080p 1980";"101";"5";"4.55GB";"19/12/2019";"Films";"Comédiemusicale";"Dès sa sortie de prison, Jake Blues est emmené par son frère Elwood chez Soeur Mary Stigmata, qui dirige l'orphelinat dans lequel ils ont été élevés. Ils doivent réunir 5 000 dollars pour sauver l'établissement, sinon c'est l'expulsion."
"Jumanji 2 : Bienvenue Dans La Jungle FRENCH HDlight 1080p 2018";"266";"3";"2.99GB";"19/12/2019";"Films";"Fantastique";"Le destin de quatre lycéens en retenue bascule lorsqu’ils sont aspirés dans le monde de Jumanji. Après avoir découvert une vieille console contenant un jeu vidéo dont ils n’avaient jamais entendu parler, les quatre jeunes se retrouvent mystérieusement propulsés au cœur de la jungle de Jumanji, dans le corps de leurs avatars. Ils vont rapidement découvrir que l’on ne joue pas à Jumanji, c’est le jeu qui joue avec vous… Pour revenir dans le monde réel, il va leur falloir affronter les pires dangers et triompher de l’ultime aventure. Sinon, ils resteront à jamais prisonniers de Jumanji…"
"Jumanji FRENCH DVDRIP 1996";"190";"6";"696.49MB";"19/12/2019";"Films";"Fantastique";"Lors d'une partie de Jumanji, un jeu très ancien, le jeune Alan est propulsé sous les yeux de son amie d'enfance, Sarah, dans un étrange pays. Il ne pourra s'en échapper que lorsqu'un autre joueur reprendra la partie et le libèrera sur un coup de dés. Vingt-six ans plus tard, il retrouve le monde réel par le coup de dés de deux autres jeunes joueurs."
"Joker FRENCH DVDRIP 2019";"1781";"88";"1.37GB";"19/12/2019";"Films";"Drame";"Le film, qui relate une histoire originale inédite sur grand écran, se focalise sur la figure emblématique de l’ennemi juré de Batman. Il brosse le portrait d’Arthur Fleck, un homme sans concession méprisé par la société. "
"The Wedding Year FRENCH DVDRIP 2019";"576";"27";"695.55MB";"19/12/2019";"Films";"Comédie";"Une femme n'est pas sûre que le mariage soit pour elle, et n'ose pas s'engager avec son compagnon. Mais lorsqu'elle se retrouve invitée à 15 mariages la même année, elle commence sérieusement à se poser des questions."
"Burn Your Maps FRENCH DVDRIP 2019";"96";"6";"694.68MB";"19/12/2019";"Films";"Comédie";"Une jeune fille de 8 ans déclare à ses parents qu'elle est en réalité une gardienne de chèvres d'origine asiatique... et née au mauvais endroit."
"All Creatures Here Below FRENCH DVDRIP 2019";"153";"9";"695.58MB";"19/12/2019";"Films";"Drame";"A la suite d'un meurtre, un jeune couple désespéré en fuite cherche refuge à Kansas City."
"Music of my life FRENCH DVDRIP 2019";"263";"15";"1.37GB";"18/12/2019";"Films";"Biopic";NA
"Les Rescapés FRENCH DVDRIP 2019";"388";"12";"695.82MB";"18/12/2019";"Films";"Epouvante-horreur";"1945. La guerre vient de se terminer. Partout c'est le chaos. Un groupe d'adolescents libérés d'un camp de concentration s'installe en pleine forêt, dans un manoir abandonné. Ils ne connaissent que la violence et la peur. Le palais est envahi par des chiens-loups affamés. Les enfants sont obligés de s'unir pour se défendre."
"Trois jours et une vie FRENCH WEBRIP 2019";"268";"19";"1.31GB";"18/12/2019";"Films";"Drame";NA
"Dragonball Evolution DVDRIP FRENCH 2009";"108";"10";"700.41MB";"18/12/2019";"Films";"Action,Aventure";"Dans les temps anciens, la Terre faillit être détruite par des forces maléfiques. Pour s'en prémunir, sept sages créèrent les boules de cristal"
"Otages à Entebbe FRENCH DVDRIP 2018";"128";"6";"692.74MB";"18/12/2019";"Films";"Policier,Thriller";"1976, un vol Air France de Tel Aviv pour Paris est détourné sur Entebbe, en Ouganda. Les faits qui s'y sont déroulés ont changé le cours de l'histoire."
"Peppermint TRUEFRENCH DVDRiP 2018";"110";"5";"693.06MB";"18/12/2019";"Films";"Policier,Thriller";"Une jeune mère qui n'a plus rien à perdre décide de se venger de ceux qui lui ont volé sa vie."
"Zack & Miri font un porno FRENCH DVDRIP 2010";"163";"6";"1.36GB";"18/12/2019";"Films";"Comédie";"Zack et Miri, deux jeunes adultes à l'amitié platonique décident de solliciter l'aide de quelques unes de leurs connaissances pour réaliser un film ponographique amateur, et empocher une certaine somme d'argent. Zack et Miri vont peu à peu se rendre compte que les sentiments qu'ils ont l'un pour l'autre sont peut être plus profonds qu'ils ne l'imaginaient..."
"Jeff Panacloc perd le contrôle FRENCH DVDRIP x264 2015";"95";"0";"726.95MB";"18/12/2019";"Films";"Spectacles";"Humoriste de la nouvelle génération, Jeff Panacloc donne un jouissif coup de jeune à la ventriloquie."
"The Nice Guys FRENCH DVDRIP 2016";"76";"8";"1.19GB";"18/12/2019";"Films";"Comédie";"Los Angeles. Années 70. Deux détectives privés enquêtent sur le prétendu suicide d’une starlette. Malgré des méthodes pour le moins « originales », leurs investigations vont mettre à jour une conspiration impliquant des personnalités très haut placées…"
"Avant toi PROPER FRENCH DVDRIP 2016";"88";"12";"696.19MB";"18/12/2019";"Films";"Drame";"Une charmante petite ville de l'Angleterre rurale. Si elle est originale et artiste dans l'âme, Louisa \"Lou\" Clark, 26 ans, n'a aucune ambition particulière. Elle se contente d'enchaîner les boulots pour permettre à ses proches de joindre les deux bouts.Jeune et riche banquier, Will Traynor était un garçon plein d'audace et d'optimisme jusqu'à ce qu'il se retrouve paralysé, suite à un accident survenu deux ans plus tôt. Devenu cynique, il a renoncé à tout et n'est plus que l'ombre de lui-même.Autant dire que ces deux-là auraient pu ne jamais se rencontrer. Mais lorsque Lou accepte de travailler comme aide-soignante auprès de Will, elle est bien décidée à lui redonner goût à la vie. Et peu à peu, les deux jeunes gens s'éprennent passionnément l'un de l'autre. La force de leur amour pourra-t-elle survivre à leur destin qui semble inexorable ?"
"Jeff Panacloc Contre-Attaque FRENCH WEBRIP 2019";"389";"7";"732.49MB";"18/12/2019";"Films";"Spectacles";"Pas le dernier pour s’embarquer dans des histoires invraisemblables, Jean-Marc a cette fois dépassé les bornes... Il a été arrêté aux États-Unis, pour avoir vanné la première dame des États-Unis. Menotté et retenu au commissariat, il parvient tout de même à s’échapper pour rejoindre son comparse Jeff sur scène. Ils sont accompagnés par de nouveaux personnages : Jacky, le technicien, et Nabilouche, la petite amie de Jean-Marc."
"La Lutte des Classes FRENCH DVDRIP 2019";"322";"7";"693.21MB";"18/12/2019";"Films";"Comédie";"Sofia et Paul emménagent dans une petite maison de banlieue. Elle, brillante avocate d’origine magrébine, a grandi dans une cité proche. Lui, batteur punk-rock et anar dans l’âme, cultive un manque d’ambition qui force le respect ! Comme tous les parents, ils veulent le meilleur pour leur fils Corentin, élève à Jean Jaurès, l’école primaire du quartier. Mais lorsque tous ses copains désertent l’école publique pour l’institution catholique Saint Benoît, Corentin se sent seul. Comment rester fidèle à l'école républicaine quand votre enfant ne veut plus y mettre les pieds? Pris en étau entre leurs valeurs et leurs inquiétudes parentales, Sofia et Paul vont voir leur couple mis à rude épreuve par la « lutte des classes »."
"Pompéi VOSTFR DVDRIP 2014";"42";"0";"690.59MB";"18/12/2019";"Films";"Action,Aventure";"En l’an 79, la ville de Pompéi vit sa période la plus faste à l’abri du mont Vésuve. Milo, esclave d’un puissant marchand, rêve du jour où il pourra racheter sa liberté et épouser la fille de son maître. Or celui-ci, criblé de dettes a déjà promis sa fille à un sénateur romain en guise de remboursement… Manipulé puis trahi, Milo se retrouve à risquer sa vie comme gladiateur et va tout tenter pour retrouver sa bien-aimée. Au même moment, d’étranges fumées noires s’élèvent du Vésuve dans l’indifférence générale… Dans quelques heures la ville va être le théâtre d’une des plus grandes catastrophes naturelles de tous les temps."
"Wonder TRUEFRENCH DVDRIP 2018";"105";"3";"698.17MB";"17/12/2019";"Films";"Drame";"August Pullman est un petit garçon né avec une malformation du visage qui l’a empêché jusqu’à présent d’aller normalement à l’école. Aujourd’hui, il rentre en CM2 à l’école de son quartier. C’est le début d’une aventure humaine hors du commun. Chacun, dans sa famille, parmi ses nouveaux camarades de classe, et dans la ville tout entière, va être confronté à ses propres limites, à sa générosité de coeur ou à son étroitesse d’esprit. L’aventure extraordinaire d’Auggie finira par unir les gens autour de lui."
"Star Wars 8 - Les Derniers Jedi MULTi 4K ULTRA HD x265 2017";"68";"16";"55.14GB";"17/12/2019";"Films";"Sciencefiction";"Les héros du Réveil de la force rejoignent les figures légendaires de la galaxie dans une aventure épique qui révèle des secrets ancestraux sur la Force et entraîne de surprenantes révélations sur le passé…"
"Star Wars : Episode VII - Le Réveil de la Force VOSTFR DVDRIP 2015";"57";"3";"1.38GB";"17/12/2019";"Films";"Sciencefiction";"Dans une galaxie lointaine, très lointaine, un nouvel épisode de la saga \"Star Wars\", 30 ans après les événements du \"Retour du Jedi\"."
"Joker FRENCH WEBRIP 2019";"1042";"29";"1.37GB";"17/12/2019";"Films";"Drame";"Le film, qui relate une histoire originale inédite sur grand écran, se focalise sur la figure emblématique de l’ennemi juré de Batman. Il brosse le portrait d’Arthur Fleck, un homme sans concession méprisé par la société."
"Milliard TRUEFRENCH WEBRIP 2019";"542";"24";"701.6MB";"17/12/2019";"Films";"Comédie";"A Moscou, Matvey Levin, impitoyable banquier d'affaires à la tête d'une importante fortune, prend régulièrement des risques dans le cadre d'importantes acquisitions financières. Un jour, il est contacté par Nikolaï, un jeune homme qui se révèle un brillant pirate informatique et qui lui annonce qu'il est son fils illégitime. Seulement, Nikolaï est déjà le septième d'une liste et pour se protéger de ces cas, le banquier a placé ses possessions sur des comptes au nom de ses associés, lui évitant tout risque de demande d'héritage."
"A Score to Settle TRUEFRENCH DVDRIP 2019";"1322";"24";"701.3MB";"17/12/2019";"Films";"Action,Aventure";"Un ancien responsable d'émeutes est libéré après vingt-deux ans de prison pour un crime qu’il n’a pas commis. Assoiffé de vengeance, il se lance dans la recherche de ceux qui lui ont fait du tort."
"A Score to Settle TRUEFRENCH BluRay 720p 2019";"184";"4";"3.6GB";"17/12/2019";"Films";"Action,Aventure";NA
"Bumblebee MULTi 4K ULTRA HD x265 2019";"36";"25";"44.28GB";"16/12/2019";"Films";"Action,Aventure";"1987. Alors qu'il est en fuite, l'Autobot Bumblebee trouve refuge dans la décharge d'une petite ville balnéaire de Californie. Il est découvert, brisé et couvert de blessures de guerre, par Charlie, une ado qui approche de ses 18 ans et cherche sa place dans le monde."
"Wonder Woman: Bloodlines FRENCH DVDRIP 2019";"292";"7";"696.49MB";"16/12/2019";"Films";"Animation";"Wonder Woman se lance dans une mission de pacification afin d'honorer sa promesse : améliorer le Monde des Hommes. Ses efforts attirent cependant l'attention d'une industrielle sans pitié nommée Veronica Cale. Cale tente de s'emparer des technologies et de la magie présentes à Themyscira à l'aide des plus grandes adversaires de Wonder Woman (Cheetah, Giganta, Silver Swan) afin de la forcer à retourner sur ses terres, de préférence dans un cercueil."
"L'Apprenti Père Noël FRENCH DVDRIP 2010";"63";"7";"699.79MB";"16/12/2019";"Films";"Animation";NA
"La Mission de Chien Noël FRENCH DVDRIP 2010";"67";"6";"700.06MB";"16/12/2019";"Films";"Animation";"Au moment où le Père Noël et son ami Paws constatent que les enfants semblent avoir perdu l’esprit de cette fête, ils entreprennent un voyage à New York. Mais bientôt le Père Noël perd la mémoire, et Paws, son copain Will, ainsi qu’un groupe de chiens sympathiques font le nécessaire afin de restaurer la magie de Noël."
"La Fracture FRENCH WEBRIP 2019";"281";"10";"695.23MB";"16/12/2019";"Films";"Policier,Thriller";"En voiture, Ray, sa femme et sa fille s'arrêtent sur une aire d'autoroute afin de se dégourdir les jambes. La petite fille fait une chute et se casse le bras. Le père de famille accourt aux urgences les plus proches. Tandis que sa femme et la fillette descendent faire une IRM. Ray, épuisé, s'endort dans le hall d'accueil. A son réveil, le cauchemar commence. Sa femme et sa fille ont disparu et l'hôpital ne trouve aucune trace du passage de la famille de Ray au sein de l'établissement."
"El Camino : un film Breaking Bad FRENCH WEBRIP 2019";"203";"16";"1.37GB";"16/12/2019";"Films";"Policier,Thriller";NA
"L'Etrange Noël de M. Jack FRENCH HDLight 1080p 1993";"146";"10";"2.5GB";"16/12/2019";"Films";"Animation";"Jack Skellington, roi des citrouilles et guide de Halloween-ville, s'ennuie : depuis des siècles, il en a assez de préparer la même fête de Halloween qui revient chaque année, et il rêve de changement. C'est alors qu'il a l'idée de s'emparer de la fête de Noël..."
"Office Uprising TRUEFRENCH DVDRIP 2019";"99";"3";"694.94MB";"16/12/2019";"Films";"Action,Aventure";"Desmond travaille dans une usine d'armement et il est loin d'être un employé modèle... Quand une boisson énergisante, développée par les militaires, transforme ses collègues en psychopathes, commence alors une guerre des services sanguinaire où tous les coups sont permis pour prendre le pouvoir. Piégé dans l'usine entre les différents services qui se livrent une bataille féroce, Desmond et ses deux amis vont tout faire pour s'en sortir vivant."
"Le Roi Lion TRUEFRENCH DVDRIP 2019";"341";"26";"1.37GB";"16/12/2019";"Films";"Animation";"Au fond de la savane africaine, tous les animaux célèbrent la naissance de Simba, leur futur roi. Les mois passent. Simba idolâtre son père, le roi Mufasa, qui prend à cœur de lui faire comprendre les enjeux de sa royale destinée. Mais tout le monde ne semble pas de cet avis. Scar, le frère de Mufasa, l'ancien héritier du trône, a ses propres plans. La bataille pour la prise de contrôle de la Terre des Lions est ravagée par la trahison, la tragédie et le drame, ce qui finit par entraîner l'exil de Simba. Avec l'aide de deux nouveaux amis, Timon et Pumbaa, le jeune lion va devoir trouver comment grandir et reprendre ce qui lui revient de droit…"
"Breakdown FRENCH WEBRIP 2018";"97";"8";"694.55MB";"16/12/2019";"Films";"Policier,Thriller";"Un tueur professionnel, hanté par des visions de son sanglant passé, perd le contrôle. Son travail est compromis lorsqu'il atteint un point de non-retour, et qu'il se retrouve forcé de défendre sa famille contre ses propres employeurs...."
"The Influence FRENCH WEBRIP 2019";"167";"10";"695.27MB";"16/12/2019";"Films";"Epouvante-horreur";"De retour dans la maison où elle a grandi pour prendre soin de sa mère dans le coma, Alicia doit affronter une force obscure de son passé qui menace désormais sa fille."
"Rush FRENCH DVDRIP 2013";"48";"10";"1.36GB";"16/12/2019";"Films";"Drame";"RUSH retrace le passionnant et haletant combat entre deux des plus grands rivaux que l’histoire de la Formule 1 ait jamais connus, celui de James Hunt et Niki Lauda concourant pour les illustres écuries McLaren et Ferrari. Issu de la haute bourgeoisie, charismatique et beau garçon, tout oppose le play-boy anglais James Hunt à Niki Lauda, son adversaire autrichien, réservé et méthodique. RUSH suit la vie frénétique de ces deux pilotes, sur les circuits et en dehors, et retrace la rivalité depuis leurs tout débuts."
"Shazam! TRUEFRENCH DVDRIP 2019";"152";"7";"1.37GB";"16/12/2019";"Films";"Action,Aventure";"On a tous un super-héros qui sommeille au fond de soi… il faut juste un peu de magie pour le réveiller. Pour Billy Batson, gamin débrouillard de 14 ans placé dans une famille d'accueil, il suffit de crier \"Shazam !\" pour se transformer en super-héros. Ado dans un corps d'adulte sculpté à la perfection, Shazam s'éclate avec ses tout nouveaux superpouvoirs. Est-il capable de voler ? De voir à travers n'importe quel type de matière ? De faire jaillir la foudre de ses mains ? Et de sauter son examen de sciences sociales ? Shazam repousse les limites de ses facultés avec l'insouciance d'un enfant. Mais il lui faudra maîtriser rapidement ses pouvoirs pour combattre les forces des ténèbres du Dr Thaddeus Sivana…"
"Ma Famille et le Loup FRENCH WEBRIP 2019";"203";"5";"701.93MB";"16/12/2019";"Films";"Comédiedramatique";"L'été de ses 9 ans, Hugo passe les grandes vacances avec ses cousins chez sa mamie Sara. Quand ils apprennent que le loup va venir la chercher, les enfants se mobilisent pour sauver leur grand-mère et se lancent dans une aventure inoubliable."
"La dernière échappée FRENCH HDLight 720p 2014";"22";"0";"1.33GB";"15/12/2019";"Films";"Biopic";"Biopic consacré au cycliste Laurent Fignon lorsque celui-ci, atteint d'un cancer, a choisi de suivre le Tour de France comme consultant plutôt que de subir des séances de chimiothérapie."
"Pavarotti FRENCH DVDRIP 2019";"172";"2";"694MB";"15/12/2019";"Films";"Documentaire";"Ron Howard retrace, en son Dolby Atmos, l’incroyable vie et la carrière de Luciano Pavarotti, le \" Tenor du peuple \", en s’appuyant sur des archives rares et inédites ainsi que de nombreux témoignages. Artiste hors-normes, bouleversant et hors-catégorie, Luciano Pavarotti aura aussi été une personnalité à la générosité exceptionnelle, se battant autant pour faire découvrir l’Opéra au monde entier, que pour soutenir des causes chères à son cœur. Son charisme irradie ce film-hommage exceptionnel."
"Hacker FRENCH DVDRIP 2019";"1716";"85";"695.35MB";"15/12/2019";"Films";"Action,Aventure";"Benjamin, un hacker très doué de seulement 13 ans, découvre que sa mère n'est pas décédée dans un accident comme on lui avait laissé croire. En réalité, de hauts responsables des services secrets danois seraient impliqués. Avec son amie Savannah, ils se lancent alors dans une course-poursuite pour découvrir la vérité sur la disparition de sa mère."
"Matriarch FRENCH DVDRIP 2019";"516";"18";"695.65MB";"15/12/2019";"Films";"Epouvante-horreur";"Une femme enceinte et son mari crashent leur voiture à la campagne et se voient proposer un abri par un agriculteur et sa femme. Rachel se rend vite compte que les enfants du fermier sont en fait volés. Juste au moment où ils tentent de s’échapper de la ferme, Rachel accouche."
"La sorcière de Noël FRENCH DVDRIP 2019";"445";"10";"695.09MB";"15/12/2019";"Films";"Comédie";"Paola a une double identité : le jour, elle est maîtresse d'école, et la nuit, elle se transforme en gentille sorcière et distribue des cadeaux de Noël aux enfants qui ont été sages durant l'année. Un jour, Paola est kidnappée par un fabricant de jouets qui l'accuse d'avoir ruiné son enfance. Ses élèves découvrent son identité et sa disparition et décident de tout faire pour sauver leur maîtresse... et Noël !"
"Hampstead FRENCH DVDRIP 2019";"82";"7";"694.79MB";"15/12/2019";"Films";"Romance";"A Hampstead en Angleterre, l'américaine Emily Walters ne parvient pas à s'intéresser aux choses qui compte comme son appartement, ses finances et même son fils. Malgré les encouragements de son amie Fiona, elle ne veut pas admettre que sa vie va à vau-l'eau."
"Brooklyn Affairs TRUEFRENCH HDTS 2019";"441";"19";"1.34GB";"15/12/2019";"Films";"Policier,Thriller";NA
"Captain Marvel MULTi 4K ULTRA HD x265 2019";"50";"17";"46.02GB";"15/12/2019";"Films";"Action,Aventure";"Captain Marvel raconte l’histoire de Carol Danvers qui va devenir l’une des super-héroïnes les plus puissantes de l’univers lorsque la Terre se révèle l’enjeu d’une guerre galactique entre deux races extraterrestres."
"Captain Marvel FRENCH HDlight 1080p 2019";"98";"4";"2.69GB";"15/12/2019";"Films";"Action,Aventure";"Carol Danvers, une superhéroïne chargée de sauver la destinée de la Terre, au coeur dune guerre intergalactique d'aliens."
"Forrest Gump FRENCH DVDRIP 1994";"103";"4";"698.39MB";"15/12/2019";"Films";"Comédiedramatique";"Quelques décennies d'histoire américaine, des années 1940 à la fin du XXème siècle, à travers le regard et l'étrange odyssée d'un homme simple et pur, Forrest Gump."
"211 TRUEFRENCH DVDRIP 2018";"198";"6";"698.65MB";"15/12/2019";"Films";"Action,Aventure";"Un simple flic essaie d'interrompre un braquage en cours dans une banque."
"Adaline TRUEFRENCH DVDRIP 2015";"101";"5";"699.63MB";"15/12/2019";"Films";"Romance";"Après un accident qui aurait dû lui être fatal, la belle Adaline cesse de vieillir. Aujourd'hui, bien qu'ayant vécu près de huit décennies, elle est toujours âgée de 29 ans. Après avoir mené une existence solitaire afin de ne jamais révéler son secret, une rencontre fortuite avec le philanthrope et charismatique Ellis Jones, va raviver sa passion de la vie et de l'amour. Pour visionner le film..."
"Un Noël Inattendu DVDRIP FRENCH 2009";"37";"3";"695.84MB";"15/12/2019";"Films";"Comédie";"Vicki et Jason, un couple séparé, se font prendre au piège par leurs enfants et devront passer les vacances de Noël ensemble à la plage. L'amour de la famille pourra-t-il les réunir ?..."
"Through Black Spruce FRENCH WEBRIP 2019";"249";"17";"1.33GB";"15/12/2019";"Films";"Drame";"La disparition d'une jeune Cree traumatise sa famille et a des répercussions sur deux communautés : la réserve de Moosonee (Ontario) qu'elle a quitté il y a des années et à Toronto, où elle était mannequin avant de disparaître."
"La Voix du pardon FRENCH DVDRIP 2019";"169";"6";"694.32MB";"15/12/2019";"Films";"Drame";"Au Texas, Bart Millard, 10 ans, abandonné par sa mère, doit subir au quotidien la violence d’un père alcoolique. Des années plus tard au lycée, sa passion pour la musique lui donne l’occasion de s’évader loin de son père, avec son groupe. Mais pour s’accomplir en tant qu’artiste, il va devoir affronter son passé. Trouvera-t-il assez de foi pour pardonner à son père ?  Découvrez l'histoire vraie du chanteur Bart Millard, auteur du double disque de platine : I Can Only Imagine."
